,FIPS,COUNTY,RPL_THEMES,pres_r,n,State,pres_r_norm
90,48181,Grayson,0.6592,85.5,2.0,TX,0.27465467394796017
91,48183,Gregg,0.8825,120.6,2.0,TX,0.38740764535817535
92,48185,Grimes,0.8602,20.8,0.0,TX,0.06681657565049791
93,48187,Guadalupe,0.4344,41.9,0.0,TX,0.13459685191133952
94,48189,Hale,0.9312,56.0,0.0,TX,0.17989078059749436
95,48191,Hall,0.95,47.2,0.0,TX,0.15162222936074526
96,48193,Hamilton,0.6083,41.1,0.0,TX,0.13202698361708962
97,48195,Hansford,0.7615,47.2,0.0,TX,0.15162222936074526
98,48197,Hardeman,0.728,79.4,0.0,TX,0.25505942820430455
99,48199,Hardin,0.2532,86.3,0.0,TX,0.27722454224221005
100,48201,Harris,0.7236,37.9,19.0,TX,0.12174751044008994
101,48203,Harrison,0.7306,60.3,1.0,TX,0.19370382267908767
102,48205,Hartley,0.5344,47.2,0.0,TX,0.15162222936074526
103,48207,Haskell,0.9755,47.2,0.0,TX,0.15162222936074526
104,48209,Hays,0.4924,46.1,0.0,TX,0.14808866045615163
105,48211,Hemphill,0.7427,47.2,0.0,TX,0.15162222936074526
106,48213,Henderson,0.7201,69.2,0.0,TX,0.22229360745261806
107,48215,Hidalgo,0.978,22.7,2.0,TX,0.07292001284934146
108,48217,Hill,0.8707,54.3,0.0,TX,0.1744298104722133
109,48219,Hockley,0.9025,67.6,0.0,TX,0.2171538708641182
110,48221,Hood,0.2602,99.8,0.0,TX,0.3205910697076775
111,48223,Hopkins,0.7067,77.0,0.0,TX,0.24734982332155475
112,48225,Houston,0.9131,40.9,0.0,TX,0.13138451654352715
113,48227,Howard,0.9153,59.5,1.0,TX,0.19113395438483777
114,48229,Hudspeth,0.9825,47.2,0.0,TX,0.15162222936074526
115,48231,Hunt,0.8341,73.2,0.0,TX,0.23514294892386764
116,48233,Hutchinson,0.6631,67.4,0.0,TX,0.21651140379055575
117,48235,Irion,0.2013,47.2,0.0,TX,0.15162222936074526
118,48237,Jack,0.6538,0.0,0.0,TX,0.0001
119,48239,Jackson,0.6774,18.7,0.0,TX,0.06007067137809187
120,48241,Jasper,0.8239,49.7,0.0,TX,0.15965306778027627
121,48243,Jeff Davis,0.3611,47.2,0.0,TX,0.15162222936074526
122,48245,Jefferson,0.8567,71.0,2.0,TX,0.22807581111468037
123,48247,Jim Hogg,0.9917,19.2,0.0,TX,0.06167683906199807
124,48249,Jim Wells,0.9226,72.4,0.0,TX,0.23257308062961773
125,48251,Johnson,0.5073,76.1,0.0,TX,0.24445872149052358
126,48253,Jones,0.6328,24.8,0.0,TX,0.0796659171217475
127,48255,Karnes,0.8424,43.6,0.0,TX,0.14005782203662062
128,48257,Kaufman,0.5691,65.5,0.0,TX,0.21040796659171215
129,48259,Kendall,0.2283,53.4,0.0,TX,0.17153870864118212
130,48261,Kenedy,0.7328,47.2,0.0,TX,0.15162222936074526
131,48263,Kent,0.4427,47.2,0.0,TX,0.15162222936074526
132,48265,Kerr,0.6959,74.8,1.0,TX,0.24028268551236748
133,48267,Kimble,0.5885,50.4,0.0,TX,0.16190170253774494
134,48269,King,0.1955,47.2,0.0,TX,0.15162222936074526
135,48271,Kinney,0.8561,18.3,0.0,TX,0.05878573723096691
136,48273,Kleberg,0.9834,56.7,0.0,TX,0.18213941535496306
137,48275,Knox,0.7962,47.2,0.0,TX,0.15162222936074526
138,48277,Lamar,0.8357,129.5,0.0,TX,0.41599743013170576
139,48279,Lamb,0.8975,0.0,0.0,TX,0.0001
140,48281,Lampasas,0.5443,51.6,0.0,TX,0.1657565049791198
141,48283,La Salle,0.8191,47.2,1.0,TX,0.15162222936074526
142,48285,Lavaca,0.6879,46.4,0.0,TX,0.14905236106649533
143,48287,Lee,0.6752,39.7,0.0,TX,0.12752971410215228
144,48289,Leon,0.6156,36.1,0.0,TX,0.11596530677802763
145,48291,Liberty,0.9427,76.2,0.0,TX,0.24477995502730485
146,48293,Limestone,0.9532,90.2,0.0,TX,0.28975265017667845
147,48295,Lipscomb,0.4605,47.2,0.0,TX,0.15162222936074526
148,48297,Live Oak,0.6917,10.3,0.0,TX,0.03308705428846772
149,48299,Llano,0.4666,52.9,0.0,TX,0.16993254095727592
150,48301,Loving,0.7573,47.2,0.0,TX,0.15162222936074526
151,48303,Lubbock,0.7497,70.1,3.0,TX,0.2251847092836492
152,48305,Lynn,0.8908,0.0,0.0,TX,0.0001
153,48307,McCulloch,0.7395,38.3,0.0,TX,0.12303244458721489
154,48309,McLennan,0.8436,63.2,2.0,TX,0.20301959524574364
155,48311,McMullen,0.7631,47.2,0.0,TX,0.15162222936074526
156,48313,Madison,0.8376,63.0,0.0,TX,0.20237712817218118
157,48315,Marion,0.6885,0.0,0.0,TX,0.0001
158,48317,Martin,0.4239,33.8,0.0,TX,0.1085769354320591
159,48319,Mason,0.357,41.7,0.0,TX,0.13395438483777708
160,48321,Matagorda,0.9067,60.6,0.0,TX,0.1946675232894314
161,48323,Maverick,0.9742,25.1,1.0,TX,0.08062961773209124
162,48325,Medina,0.6697,36.4,0.0,TX,0.11692900738837134
163,48327,Menard,0.5854,47.2,0.0,TX,0.15162222936074526
164,48329,Midland,0.4748,47.1,2.0,TX,0.15130099582396403
165,48331,Milam,0.7627,54.8,0.0,TX,0.1760359781561195
166,48333,Mills,0.7688,47.2,0.0,TX,0.15162222936074526
167,48335,Mitchell,0.6213,46.3,0.0,TX,0.1487311275297141
168,48337,Montague,0.5841,68.5,0.0,TX,0.22004497269514936
169,48339,Montgomery,0.3914,50.6,1.0,TX,0.1625441696113074
170,48341,Moore,0.699,51.8,0.0,TX,0.16639897205268228
171,48343,Morris,0.7299,73.9,0.0,TX,0.23739158368133634
172,48345,Motley,0.7003,47.2,0.0,TX,0.15162222936074526
173,48347,Nacogdoches,0.9822,73.2,0.0,TX,0.23514294892386764
174,48349,Navarro,0.9662,61.2,0.0,TX,0.19659492451011887
175,48351,Newton,0.7207,20.5,0.0,TX,0.06585287504015419
176,48353,Nolan,0.8866,65.7,0.0,TX,0.21105043366527465
177,48355,Nueces,0.8363,64.0,3.0,TX,0.20558946353999358
178,48357,Ochiltree,0.5787,48.9,0.0,TX,0.15708319948602634
179,48359,Oldham,0.4322,47.2,0.0,TX,0.15162222936074526
180,48361,Orange,0.5812,88.6,0.0,TX,0.2846129135881786
181,48363,Palo Pinto,0.8799,86.8,0.0,TX,0.27883070992611625
182,48365,Panola,0.6952,72.1,0.0,TX,0.23160938001927397
183,48367,Parker,0.2561,57.9,1.0,TX,0.18599421779633793
184,48369,Parmer,0.7576,0.0,0.0,TX,0.0001
185,48371,Pecos,0.8213,33.5,0.0,TX,0.10761323482171538
186,48373,Polk,0.9121,84.3,0.0,TX,0.27079987150658524
187,48375,Potter,0.9248,65.1,2.0,TX,0.2091230324445872
188,48377,Presidio,0.9981,6.3,0.0,TX,0.020237712817218118
189,48379,Rains,0.4016,54.3,0.0,TX,0.1744298104722133
190,48381,Randall,0.2204,62.7,0.0,TX,0.20141342756183747
191,48383,Reagan,0.4806,21.0,0.0,TX,0.06745904272406039
192,48385,Real,0.7169,47.2,0.0,TX,0.15162222936074526
193,48387,Red River,0.565,55.1,0.0,TX,0.17699967876646322
194,48389,Reeves,0.7803,54.6,0.0,TX,0.17539351108255702
195,48391,Refugio,0.9414,0.0,0.0,TX,0.0001
196,48393,Roberts,0.0911,47.2,0.0,TX,0.15162222936074526
197,48395,Robertson,0.7529,21.7,0.0,TX,0.06970767748152906
198,48397,Rockwall,0.1124,63.3,0.0,TX,0.20334082878252488
199,48399,Runnels,0.5449,58.5,0.0,TX,0.18792161901702537
200,48401,Rusk,0.7965,43.2,0.0,TX,0.13877288788949566
201,48403,Sabine,0.5309,33.9,0.0,TX,0.10889816896884034
202,48405,San Augustine,0.8889,65.8,0.0,TX,0.21137166720205589
203,48407,San Jacinto,0.6869,20.0,0.0,TX,0.06424670735624799
204,48409,San Patricio,0.8309,71.5,0.0,TX,0.22968197879858657
205,48411,San Saba,0.7315,0.6,0.0,TX,0.0019274012206874397
206,48413,Schleicher,0.5857,47.2,0.0,TX,0.15162222936074526
207,48415,Scurry,0.6994,73.0,0.0,TX,0.23450048185030517
208,48417,Shackelford,0.685,47.2,0.0,TX,0.15162222936074526
209,48419,Shelby,0.9522,58.4,1.0,TX,0.18760038548024413
210,48421,Sherman,0.4611,47.2,0.0,TX,0.15162222936074526
211,48423,Smith,0.7462,73.2,1.0,TX,0.23514294892386764
212,48425,Somervell,0.5605,0.0,0.0,TX,0.0001
213,48427,Starr,0.9815,29.3,0.0,TX,0.09412142627690331
214,48429,Stephens,0.885,83.1,0.0,TX,0.26694506906521037
215,48431,Sterling,0.4127,47.2,0.0,TX,0.15162222936074526
216,48433,Stonewall,0.3236,47.2,0.0,TX,0.15162222936074526
217,48435,Sutton,0.6041,0.1,0.0,TX,0.00032123353678124
218,48437,Swisher,0.9701,47.2,0.0,TX,0.15162222936074526
219,48439,Tarrant,0.5475,53.7,13.0,TX,0.17250240925152585
220,48441,Taylor,0.6933,89.0,1.0,TX,0.2858978477353036
221,48443,Terrell,0.4713,47.2,0.0,TX,0.15162222936074526
222,48445,Terry,0.9876,69.0,0.0,TX,0.22165114037905556
223,48447,Throckmorton,0.2678,47.2,0.0,TX,0.15162222936074526
224,48449,Titus,0.8901,69.7,0.0,TX,0.22389977513652426
225,48451,Tom Green,0.6643,66.3,1.0,TX,0.2129778348859621
