,FIPS,COUNTY,RPL_THEMES,pres_r,n,State,pres_r_norm
0,10001,Kent,0.7268,58.6,4.0,DE,0.18824285255380663
1,10003,New Castle,0.3761,57.5,16.0,DE,0.18470928364921296
2,10005,Sussex,0.4019,69.8,8.0,DE,0.22422100867330547
