9.773215243334676394e-01,1.374343672711458852e-02,2.411535885895099707e-03,6.016833727752238757e-03,4.843248499918626003e-04,2.234447577858825434e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.304177671506191582e-04,4.322167002672417865e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.073401323448621836e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.302782456571321811e-04,8.356115240402190618e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.617221702341019302e-04,1.149097505293131575e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.746107639036877594e-04,1.486878659077612056e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.459532695702689131e-04,1.835215375287854733e-04
0.000000000000000000e+00,5.759673011501272033e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.092201500071124159e-03,2.123301939790277410e-04
0.000000000000000000e+00,5.728985618003261393e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.159749574586798780e-03,2.469149407575832586e-04
0.000000000000000000e+00,5.771739296509540568e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.277855303935074857e-03,2.895029017135261336e-04
0.000000000000000000e+00,5.108432389111199068e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.279436581413999959e-03,3.346353010729987906e-04
0.000000000000000000e+00,5.187197706582247214e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.432363372028988644e-03,3.774635831820227208e-04
0.000000000000000000e+00,5.554395697725096614e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.549528217693415481e-03,4.304157874565102274e-04
0.000000000000000000e+00,5.635304694450227192e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.594800016730478932e-03,4.906353963361190966e-04
0.000000000000000000e+00,7.104743631357068878e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.807720837058652934e-03,5.593947359914353901e-04
0.000000000000000000e+00,7.186772797944497582e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.396465272628219529e-04
0.000000000000000000e+00,6.095616788214403697e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.897718435902060819e-03,7.408782880580463189e-04
9.254541151712039060e-01,5.957147690845331078e-02,3.676966737141862569e-03,8.468680262316371013e-03,1.916403770064405588e-03,9.123571508201787535e-04
9.254807825774902241e-01,5.632375822874602367e-02,4.926631894029555141e-03,9.952187428470975206e-03,2.209789905737891570e-03,1.106849965525306869e-03
0.000000000000000000e+00,5.533663903271967416e-02,4.999639869690636514e-03,8.894281208806678954e-03,0.000000000000000000e+00,1.324279610484307241e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.436965927716388244e-03,6.742467908697625210e-03,2.433918666857157794e-03,1.557961032461440071e-03
