9.743447813626698872e-01,1.800779123396300044e-02,1.106283319466272235e-03,6.383342064445882841e-03,1.509968876151736381e-04,6.805131839799492645e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.903972473928517285e-04,1.688909852431805489e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.491854832905244468e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.434847100384542137e-04,5.439381471276979460e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.971261756520327738e-04,7.532690215596354389e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.376421130855552653e-04,9.906126271585370257e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.501272227710952805e-04,1.272887238019361164e-04
0.000000000000000000e+00,6.613261656966505642e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.085698031079241869e-04,1.574476376745080446e-04
0.000000000000000000e+00,6.413051470453265401e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.014809999956995308e-04,1.916347598812263170e-04
0.000000000000000000e+00,6.511131656354746111e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.058051289369857130e-04,2.278858442469342070e-04
0.000000000000000000e+00,5.769059184913214594e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.574281496246239375e-04,2.723514634084058276e-04
0.000000000000000000e+00,5.776357844582321460e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.178835902128537401e-04,3.278458621970347449e-04
0.000000000000000000e+00,6.023495600224066521e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.950068712546917759e-04,3.772533568458681500e-04
0.000000000000000000e+00,6.047974888475705219e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.882555348065885670e-04,4.240801581185747846e-04
0.000000000000000000e+00,7.540081057077181736e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.057109270423131457e-03,4.712970566295501948e-04
0.000000000000000000e+00,7.537568744997406867e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.350999545259404197e-04
0.000000000000000000e+00,6.410486786441978169e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.177979312561140170e-03,6.106039555936185930e-04
9.229151155758797964e-01,6.668572465829085416e-02,1.358973935850606076e-03,7.238671738875099466e-03,1.112223096926874587e-03,6.892909941767967228e-04
9.227608538826338469e-01,6.888311897893727165e-02,1.632993382534463425e-03,4.728476426779939200e-03,1.216676128422442037e-03,7.778812006920049135e-04
0.000000000000000000e+00,7.008560734330111786e-02,1.331921369831657502e-03,5.016872113952342699e-03,0.000000000000000000e+00,8.512880298038336211e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.318587382267806356e-03,5.532698471182696982e-03,1.286376176215264268e-03,9.229169827744453450e-04
